id,name,category,price,rating,country,created_date,rooms_available,reviews_count
1768,"Martin, Campbell and Ramsey",Resort,564.03,1.5,FRANCE,2025-05-18,463.0,424
1769,"Fitzgerald, White and Berry",Boutique,1326.59,3.6,UK,2024-04-11,230.0,379
1770,Curry-Olson,Budget,617.74,1.2,USA,2024-07-09,266.0,537
1771,"Alvarez, Oliver and Gillespie",Boutique,1114.03,4.1,Japan,2025-07-10,485.0,247
1772,,Boutique,1932.9,1.7,india,2023-12-28,215.0,4422
1773,"Miller, Taylor and Lyons",Hostel,1791.86,1.7,india,2025-11-28,286.0,271
1774,Guerrero Ltd,Luxury,1282.14,5.0,UAE,2026-02-18,136.0,2298
1775,Rose Group,Hostel,1294.59,3.1,india,2025-08-22,6.0,2418
1776,Massey-Baker,Budget,766.65,1.1,UK,2026-01-12,115.0,3756
1777,,Business,827.99,3.8,Germany,2024-08-08,230.0,6
1778,"Howell, Kramer and Green",Business,1536.76,1.2,Australia,2025-10-25,131.0,4106
1779,King-Horton,Business,578.41,99.0,UAE,2025-10-08,450.0,4178
1780,"Williams, Robinson and Long",Boutique,1011.87,2.1,UAE,2023-03-15,492.0,1041
1781,,Resort,1261.11,2.1,UK,2024-09-29,291.0,3969
1782,Parsons-Logan,Budget,129.48,3.4,UAE,2024-10-02,289.0,1055
1783,Perry PLC,Resort,1151.32,1.8,Australia,2024-12-05,466.0,4921
1784,Leach Group,Boutique,1476.01,2.3,FRANCE,2024-11-01,205.0,4554
1785,Campos-Chavez,Budget,1568.55,99.0,Germany,2025-09-23,268.0,2060
1786,Brown LLC,Budget,1499.69,3.4,France,2025-02-28,16.0,36
1787,"Carroll, Garcia and Gray",,1861.99,3.5,UK,2025-08-14,334.0,1858
1788,Stevens PLC,Boutique,622.02,,usa,2023-07-07,326.0,4452
1789,,Resort,1670.66,1.6,France,2024-10-02,,1239
1790,"Yang, Ball and Cox",Budget,,5.0,UAE,2024-11-01,319.0,2138
1791,Rivera-Figueroa,Boutique,1659.75,4.9,USA,2023-03-08,206.0,4374
1792,,Business,1872.43,2.6,UK,2025-04-12,171.0,3934
1793,Allen-Price,Hostel,602.05,2.2,Japan,2025-09-07,84.0,2604
1794,Cook-Gomez,Hostel,1705.33,1.2,india,2025-06-08,38.0,4065
1795,"Todd, Knight and Bryant",Luxury,1530.74,1.2,Australia,2023-07-10,299.0,4895
1796,Tran-Cortez,Budget,109.42,1.7,Japan,2025-04-03,434.0,3674
1797,Montoya-Hanson,Resort,904.54,2.7,France,2024-08-21,34.0,42
1798,Payne Inc,Boutique,958.3,,FRANCE,2024-01-08,46.0,3959
1799,"Johnson, Hernandez and Robertson",Boutique,184.56,1.8,Japan,31/10/1992,286.0,2900
1800,Ryan-Bell,Luxury,1621.29,4.3,Japan,2023-12-04,201.0,2996
1801,Sloan-Sanchez,Luxury,1647.88,-1.0,USA,2023-08-01,411.0,103
1802,"Tran, Martin and Benton",Boutique,66.2,3.4,FRANCE,2023-08-08,277.0,197
1803,"Conley, Sexton and Davis",Budget,1484.68,,Australia,2024-04-25,205.0,2283
1804,Bailey-Rodriguez,BUDGET,54.52,1.6,Australia,2023-08-01,145.0,3582
1805,"Powell, Peters and Thompson",Budget,852.52,4.7,usa,2025-06-21,436.0,169
1806,Ward PLC,Resort,1026.01,3.2,USA,2024-06-20,,962
1807,Ali-Goodwin,Hostel,1269.53,4.5,UK,2025-08-07,467.0,1189
1808,"Adams, Manning and Haas",Boutique,696.85,99.0,UAE,2024-03-02,58.0,4866
1809,,Hostel,343.1,99.0,usa,2025-02-12,244.0,3910
1810,"Blair, Martin and Wagner",Resort,1918.4,3.1,France,2023-03-29,41.0,3635
1811,Lee PLC,Boutique,1466.51,2.7,india,2024-04-09,68.0,3337
1812,Baker-Vasquez,Resort,745.71,1.6,UAE,2026-02-24,9.0,1062
1813,Davis and Sons,Luxury,794.88,2.3,USA,2025-05-11,,3242
1814,"Collins, Macdonald and Jacobs",Budget,1777.59,3.5,Japan,2025-05-26,301.0,988
1815,Acosta PLC,luxury,145.64,3.6,France,2026-02-24,,2148
1816,Villarreal Ltd,Resort,1149.79,2.5,UK,2025-11-18,497.0,3214
1817,Gutierrez-Mills,Luxury,1935.01,4.3,india,2024-02-01,132.0,2239
1818,"Wilson, Wilson and Velasquez",Business,1126.97,3.8,Australia,2025-12-13,286.0,133
1819,Holder Inc,Resort,720.27,4.5,Japan,2025-06-15,208.0,1285
1820,"Roberts, Bell and Brown",Budget,1244.57,3.8,UAE,31/05/2017,210.0,840
1821,"Harrington, Blevins and Turner",Resort,,-1.0,France,2026-01-06,208.0,131
1822,Montes-Andrews,Business,83.53,1.8,USA,2025-10-28,372.0,738
1823,Phillips and Sons,Luxury,896.87,1.5,Japan,2023-11-13,303.0,2673
1824,Smith-Hale,Resort,1471.89,1.4,Australia,2025-01-01,240.0,4780
1825,Wright-Mosley,Hostel,1296.68,3.3,UAE,2024-11-07,154.0,3314
1826,Harper-Moore,Luxury,413.77,3.4,Japan,2024-07-17,203.0,4480
1827,Armstrong Inc,Budget,1987.83,4.4,UK,2024-07-11,4.0,821
1828,Andrews and Sons,Resort,457.52,1.6,usa,2026-01-08,350.0,1091
1829,Nunez LLC,Business,,4.7,Australia,2024-10-26,203.0,3769
1830,"Wise, Watson and Williams",Business,962.59,4.7,France,2024-05-17,174.0,1152
1831,Dunlap Group,Boutique,1386.82,-1.0,usa,2024-05-08,90.0,4229
1832,Garcia-Smith,Resort,1221.16,4.6,USA,2024-05-07,420.0,2630
1833,"Knight, Powell and Taylor",Business,796.34,2.8,UAE,2026-02-16,36.0,1652
1834,Schaefer Inc,,1583.55,1.9,France,2024-06-01,321.0,1233
1835,"George, Lewis and Ellis",Budget,178.6,3.0,USA,2024-04-28,153.0,3916
1836,Rivera-Harris,,498.94,2.3,Australia,2024-01-07,156.0,1108
1837,"Howard, Klein and Morgan",Hostel,1424.88,1.5,india,2025-02-19,445.0,3558
1838,Bradshaw-Oliver,Resort,301.31,1.0,UAE,2025-05-27,,327
1839,Trevino-Owens,Hostel,1279.56,4.8,Japan,2026-01-02,145.0,4699
1840,Griffin-Smith,Boutique,1059.76,3.3,usa,2025-12-24,430.0,4437
1841,"Owens, Perry and Davis",Luxury,1830.37,1.1,usa,2023-10-08,8.0,2310
1842,"Hicks, Morgan and Davis",Resort,889.94,1.5,Germany,2023-08-30,196.0,830
1843,"Keller, Werner and Hughes",Hostel,1081.32,3.6,UK,2025-06-11,478.0,2780
1844,,Budget,890.77,4.7,France,2025-06-20,303.0,4350
1845,"Robinson, Walker and Lopez",Budget,1860.41,2.6,india,2025-06-18,33.0,4205
1846,Zimmerman Group,Budget,1065.94,2.9,Australia,2023-04-18,149.0,552
1847,,Hostel,1454.97,2.5,Japan,2024-09-21,307.0,4394
1848,King PLC,Hostel,873.91,2.1,UAE,2023-05-27,124.0,30
1849,Ramirez-Wiley,Budget,265.08,1.2,France,2025-12-12,68.0,60
1850,Howard Ltd,Hostel,1027.94,2.3,FRANCE,2023-06-05,385.0,2936
1851,Fox-Mckinney,Budget,878.98,99.0,UAE,2025-06-16,403.0,3399
1852,Rogers PLC,Luxury,847.0,2.3,France,2026-01-06,155.0,2130
1853,Montoya-Weber,Business,,4.3,Germany,2024-12-06,219.0,139
1854,Allison-Avila,Resort,1468.47,4.8,UAE,2024-03-21,153.0,2193
1855,Higgins and Sons,Luxury,1600.71,1.2,usa,2023-03-12,312.0,2277
1856,West PLC,Luxury,883.52,3.4,usa,2025-11-16,421.0,4717
1857,"Ford, Carson and Perry",Budget,245.75,3.4,FRANCE,14/07/1979,22.0,3801
1858,"Horne, Wade and Larsen",Hostel,1976.08,1.1,Australia,2025-02-27,115.0,4694
1859,,Hostel,118.96,2.7,France,2024-01-13,76.0,362
1860,"Hall, Walker and King",Boutique,1532.53,2.1,USA,2024-08-24,79.0,334
1861,Craig-Rosario,Resort,1079.2,3.4,UK,2024-06-16,461.0,3484
1862,"Sanders, Barker and Martinez",Hostel,37.28,3.9,usa,2023-05-16,448.0,3247
1863,Cooper LLC,Boutique,512.04,1.7,UAE,27/01/2026,370.0,4494
1864,"Johnson, Obrien and Moore",Resort,976.71,1.8,india,2024-08-23,,3300
1865,Ramos Ltd,Hostel,200.31,4.2,UK,2024-02-11,151.0,1201
1866,Brown and Sons,Boutique,1257.03,1.1,UAE,2023-10-12,236.0,1183
1867,Pope Group,Boutique,83.14,1.7,india,2025-05-24,19.0,3509
1868,"Reeves, Moore and Stephens",Boutique,912.6,3.2,india,2025-04-12,361.0,2125
1869,Williams Group,Business,1198.9,4.3,FRANCE,2025-12-09,432.0,3706
1870,"Hanson, Ayers and Price",Boutique,1003.4,3.3,Australia,2023-09-02,365.0,3199
1871,Boyer-Levine,Business,903.29,1.1,France,2025-06-19,205.0,649
1872,Cross-Brewer,Budget,1274.25,1.1,Australia,2023-05-25,414.0,4479
1873,"Bender, Munoz and Cooper",Boutique,792.32,4.0,FRANCE,2024-04-17,14.0,4001
1874,"Gutierrez, Jackson and Yates",Boutique,,2.8,France,2023-03-19,302.0,4545
1875,Turner Group,Budget,1421.69,4.4,Japan,2023-07-14,24.0,1987
1876,,Resort,845.12,3.9,Germany,2023-08-22,182.0,3654
1877,Flores-Ross,Luxury,1684.53,4.5,UK,2025-12-17,22.0,2607
1878,Graham-Neal,Hostel,972.53,4.5,Germany,2024-01-12,144.0,2157
1879,Bell-Gomez,Budget,180.41,4.6,USA,2023-04-18,386.0,1248
1880,Alvarez LLC,Luxury,1085.44,2.3,UAE,2025-10-03,309.0,611
1881,"Gomez, Stokes and Rowland",Resort,1089.32,1.6,Japan,2023-06-13,183.0,3492
1882,Johnson-Lee,Boutique,78.74,1.9,UAE,2023-04-14,153.0,177
1883,"Park, Brown and Phillips",Business,1524.01,1.8,UK,2025-10-19,188.0,3711
1884,"Cowan, Wong and Brown",Hostel,895.19,2.6,FRANCE,2023-08-08,20.0,1119
1885,"Carter, Carter and Jones",Hostel,1295.79,1.9,France,2024-12-16,378.0,3054
1886,Smith-Morris,Boutique,882.74,4.8,Germany,2026-01-28,434.0,3857
1887,Roberson Group,Business,1157.43,3.6,india,2023-12-12,476.0,4995
1888,"Yu, Obrien and Smith",luxury,1798.19,3.7,UAE,2024-01-21,428.0,2348
1889,"Wood, Simon and Jenkins",Business,1345.26,4.6,usa,2023-07-27,356.0,3988
1890,"Mcclain, Powers and Holland",Budget,1446.36,2.6,Germany,2025-02-06,15.0,1241
1891,Martinez Group,Hostel,,3.3,France,2026-02-24,213.0,3089
1892,Callahan-Bush,Resort,1906.52,-1.0,UAE,2024-08-02,416.0,262
1893,Farmer-Mclaughlin,Hostel,463.76,3.2,UK,2024-04-22,225.0,3468
1894,"Williams, Padilla and Hinton",Boutique,214.76,3.5,Australia,2025-05-15,417.0,3306
1895,Baker-Chan,Budget,1720.94,2.2,UAE,2024-11-04,158.0,1147
1896,Roberts and Sons,Boutique,994.54,1.9,usa,2025-05-08,377.0,3124
1897,Taylor-Barron,Budget,987.36,4.4,Japan,2024-02-14,24.0,215
1898,Davis Group,Boutique,1946.42,2.3,UK,2023-11-04,426.0,2220
1899,Gomez-Jacobson,Boutique,307.14,3.1,usa,11/10/1995,124.0,1912
1900,Parker-Palmer,Hostel,194.87,2.2,Germany,2024-01-03,134.0,4819
1901,Garcia PLC,Business,294.01,2.2,usa,2023-11-19,254.0,3567
1902,Russell-Ellis,Boutique,1019.04,3.9,FRANCE,2025-08-03,160.0,1688
1903,Mills-Martinez,Business,978.32,3.5,USA,2025-05-27,281.0,3736
1904,Carr-Reynolds,Boutique,623.35,2.8,USA,2025-07-02,429.0,18
1905,Thomas Group,Budget,1623.01,4.8,France,2025-02-19,207.0,272
1906,Pugh-Richards,Boutique,690.42,4.8,USA,2023-09-13,71.0,1377
1907,Garcia-White,Budget,,1.1,Australia,2024-03-04,302.0,4639
1908,Cruz-Herrera,Resort,435.44,1.6,France,2026-02-14,17.0,2617
1909,Stevenson-Wright,Hostel,763.7,1.1,usa,2024-02-11,59.0,1701
1910,Garcia-Perkins,Luxury,1294.23,3.1,UK,2023-08-03,376.0,4896
1911,Jones-Gonzales,Business,456.66,2.6,Japan,2025-05-26,3.0,1419
1912,Hunter-Davidson,Business,137.38,4.8,Germany,2025-03-17,344.0,3879
1913,"Henry, Cowan and Collins",Hostel,1284.84,3.5,Germany,2025-12-03,48.0,2741
1914,"Baker, Sherman and Mitchell",Resort,685.06,2.1,UAE,2025-10-14,127.0,4185
1915,Giles-White,Luxury,1572.03,2.0,usa,2023-06-23,450.0,3617
1916,Weiss-Newman,Resort,656.03,1.8,usa,2024-01-29,209.0,1042
1917,Perez-Brooks,Business,333.57,4.6,UAE,2025-09-04,153.0,845
1918,Miles LLC,Hostel,854.15,3.5,Germany,2025-05-09,338.0,2347
1919,Cooper and Sons,Budget,81.48,2.6,FRANCE,2024-03-17,303.0,1936
1920,Santana-Collins,Hostel,219.48,3.7,FRANCE,2023-06-17,401.0,4221
1921,Thompson Ltd,Budget,,2.9,UAE,2025-04-08,397.0,33
1922,Ortiz-Carter,Resort,1810.56,99.0,UAE,2023-05-06,61.0,1079
1923,"Cooper, Chavez and Williams",Budget,616.76,2.6,Australia,2025-05-26,384.0,4736
1924,Lopez-Gibson,Hostel,1508.79,4.3,usa,2026-02-16,477.0,4792
1925,"Hansen, Flores and Anderson",Luxury,1646.7,4.4,UK,2024-01-09,329.0,3388
1926,Wheeler and Sons,Resort,837.7,1.1,FRANCE,2023-12-24,308.0,908
1927,"Woodard, Simpson and Rodriguez",Business,1155.3,4.1,Germany,2024-04-30,300.0,277
1928,Sandoval-Davenport,Business,454.43,2.7,india,2025-01-05,352.0,2241
1929,Rojas-Nelson,,1391.97,1.2,UK,2025-06-05,111.0,308
1930,Hughes-Carter,Luxury,1951.38,3.8,UK,2024-11-04,,2552
1931,Mejia-Clark,Luxury,1136.79,4.4,UK,2024-06-08,17.0,592
1932,Ford-Campbell,Budget,1695.9,3.0,Australia,2023-06-18,80.0,490
1933,Joseph-Hartman,Hostel,1969.21,4.3,usa,2023-05-19,196.0,481
1934,Kelly-Miller,Hostel,1587.71,4.5,UK,2024-01-24,434.0,132
1935,"Harris, Acosta and Adams",Luxury,1867.72,3.6,Japan,2025-04-11,274.0,3763
1936,"Horton, George and Garner",Resort,177.91,1.9,UAE,2025-12-24,252.0,3117
1937,"Jones, Gonzalez and Taylor",Budget,1929.05,,india,2023-05-09,337.0,3104
1938,"Hughes, Moore and Haney",Budget,264.37,1.2,Germany,2023-07-24,170.0,421
1939,Maddox-Hancock,Budget,830.84,2.4,France,2023-07-03,336.0,4070
1940,Simon LLC,,988.52,4.7,india,2024-05-09,315.0,2260
1941,Parrish-Mcguire,Resort,1028.17,3.4,USA,14/10/1992,322.0,2791
1942,"Ho, Martinez and Briggs",Resort,747.2,4.5,France,2024-04-20,234.0,1278
1943,"Johnson, Chandler and Anderson",Resort,540.21,2.9,USA,2024-05-17,335.0,2248
1944,Richardson-Preston,Resort,1912.77,1.7,USA,2025-09-02,399.0,840
1945,,Resort,1211.02,5.0,UK,2024-03-03,4.0,3864
1946,Byrd Ltd,Luxury,1591.7,1.9,FRANCE,2024-01-19,80.0,2325
1947,"Garza, Evans and Henderson",Budget,735.09,3.4,USA,15/04/2006,372.0,4540
1948,Ortiz-Hansen,Business,230.51,2.0,USA,2024-12-25,161.0,1591
1949,Stout-Love,Budget,1296.96,4.7,USA,2023-09-28,61.0,2944
1950,Meyer and Sons,BUDGET,87.54,1.1,UK,16/10/2021,319.0,2356
1951,"Conner, Rodriguez and Hernandez",Business,685.85,4.1,FRANCE,2024-09-15,336.0,2151
1952,"Bailey, Weiss and Perez",Business,1268.75,1.7,FRANCE,2024-09-03,115.0,184
1953,"Thompson, Johnson and Becker",Boutique,1937.09,1.9,FRANCE,2023-04-18,75.0,797
1954,Clark-Warren,Hostel,1864.39,4.3,UAE,2023-05-30,,2719
1955,Scott-Lawson,Business,632.94,3.2,Japan,2024-12-26,1.0,3433
1956,Brooks-Gilbert,Hostel,1790.91,4.2,UAE,29/12/2024,25.0,3182
1957,Wood Ltd,Business,1790.55,2.3,india,2024-07-04,215.0,4588
1958,Hodges Inc,Budget,1280.99,1.8,UAE,2025-09-23,314.0,3258
1959,Rodriguez-Nash,Resort,385.29,4.2,FRANCE,2025-05-13,381.0,1153
1960,"Powers, Chen and Ford",Luxury,569.6,1.5,UK,2024-01-06,483.0,3263
1961,Bennett-Gill,Resort,1914.68,2.5,india,2024-07-07,84.0,2273
1962,Jackson-Anderson,Budget,314.47,3.7,Japan,2023-09-23,435.0,676
1963,Walters and Sons,Boutique,120.8,99.0,usa,2025-01-27,452.0,4915
1964,"Williams, Rangel and Burnett",Budget,1663.56,99.0,UAE,2024-02-25,91.0,976
1965,"Jones, Wilkins and Wiley",Resort,443.53,4.3,UAE,2024-08-21,182.0,270
1966,"Cook, Ramsey and James",Budget,625.08,4.3,USA,2024-01-20,,780
1967,,Hostel,766.13,3.4,UK,2025-05-22,,177
1968,"Sanchez, Meyers and Hampton",Luxury,392.89,3.9,Japan,2025-07-23,379.0,3018
1969,Jackson Ltd,BUDGET,1254.65,1.9,Japan,2023-05-09,412.0,1779
1970,Rice-Green,Hostel,946.98,4.1,Japan,2025-07-14,376.0,2358
1971,"Gonzalez, Miller and Perkins",Luxury,1891.61,3.7,UK,2025-01-19,499.0,4087
1972,Howard-Rivas,Luxury,1327.9,4.0,UK,2023-03-13,82.0,4536
1973,Mccoy Group,Boutique,1334.5,3.5,France,2024-02-06,59.0,3201
1974,"Ramirez, Johnson and Sullivan",Luxury,1657.03,1.8,Germany,2024-03-31,249.0,1008
1975,Nelson-Cox,Budget,1282.45,3.6,Australia,2024-05-07,43.0,680
1976,Bradley-Jones,Luxury,,2.0,Australia,2024-07-09,386.0,4406
1977,Middleton PLC,Hostel,438.14,2.4,FRANCE,2025-04-15,107.0,1038
1978,Williams Group,Business,1328.45,3.7,UAE,2026-02-12,175.0,1722
1979,Baker-Robinson,Business,89.76,2.4,UAE,2025-05-28,228.0,1804
1980,"Ferguson, Reynolds and Wood",Resort,580.91,1.9,Germany,2025-03-10,345.0,3213
1981,Anderson-Hoover,Resort,899.34,2.7,France,2024-05-15,148.0,3011
1982,,Budget,1918.39,4.9,UAE,2025-08-05,171.0,899
1983,Zimmerman-Rivera,Budget,1755.36,1.7,Germany,2023-05-27,315.0,3611
1984,"Dunn, Johnson and Hayes",Business,173.71,2.2,Australia,2025-07-08,404.0,1604
1985,Jones-Olson,Hostel,1407.49,1.0,Australia,2023-07-05,238.0,1121
1986,Graham-Russo,Hostel,77.73,3.4,France,2024-11-15,349.0,1179
1987,Stevenson-Ball,Budget,1855.14,2.1,UK,2025-09-09,205.0,3647
1988,"Hatfield, Gonzalez and Grant",Hostel,1729.9,3.1,Germany,27/09/2016,71.0,1241
1989,Wolf-Thompson,,605.59,1.5,Japan,2025-09-30,105.0,1676
1990,Mccoy PLC,Hostel,75.19,1.7,FRANCE,2026-02-25,379.0,702
1991,Bean-Mcconnell,Hostel,1224.98,2.7,usa,2023-05-12,190.0,3434
1992,"Graham, Hernandez and Rodriguez",Budget,1254.61,1.4,usa,2024-03-17,423.0,7
1993,"Collins, Mendoza and Hendrix",Luxury,1580.55,3.8,USA,2025-12-10,,4291
1994,Jackson-Cline,Hostel,,1.3,Japan,2025-01-04,179.0,3323
1995,Griffin-Leonard,Budget,406.14,1.4,FRANCE,2025-05-27,235.0,2619
1996,,,,3.1,Australia,2024-12-19,250.0,3692
1997,,Boutique,,4.2,UK,2024-02-17,356.0,4577
1998,"Jackson, Olsen and Garrett",Resort,750.65,2.7,FRANCE,2023-10-23,292.0,4679
1999,Mcclain PLC,Boutique,1056.99,1.6,UK,2025-10-25,,2628
2000,"Allen, Smith and Johnson",Budget,533.5,1.3,Australia,2023-11-21,77.0,4468
2001,Turner Inc,Budget,1198.74,1.7,France,2024-10-26,49.0,3834
2002,Brown Group,Luxury,680.59,4.7,UAE,2023-04-21,107.0,35
2003,"Nguyen, Maxwell and Perry",,340.45,1.7,UAE,2024-07-24,332.0,1818
2004,Williams-Meyer,Hostel,354.27,3.1,Japan,2023-04-21,3.0,4459
2005,"Wright, Cline and Flores",Boutique,1850.0,3.9,USA,2025-05-14,115.0,4551
2006,Allen PLC,Resort,1842.11,1.5,FRANCE,2025-04-28,355.0,3938
2007,Duncan LLC,Boutique,901.89,1.3,France,2025-11-09,100.0,2418
2008,"Fisher, Rivas and Gomez",Luxury,1327.53,3.8,india,2024-08-04,317.0,3499
2009,"Reed, Goodwin and Gray",Resort,748.59,2.4,UAE,2025-08-14,152.0,333
2010,Jones-Jackson,Budget,1564.59,,Australia,2024-10-25,430.0,2306
2011,Young LLC,Hostel,1567.25,4.8,France,2023-04-19,39.0,2116
2012,"Bender, Chapman and Williams",luxury,590.49,2.7,UK,2026-02-06,301.0,936
2013,Morgan and Sons,,166.41,4.6,UAE,07/11/1993,69.0,3287
2014,Garrett Ltd,Business,1822.18,4.5,Germany,2025-06-30,257.0,1695
2015,"Wilcox, Morales and Horn",Luxury,823.75,4.3,UAE,2024-01-18,259.0,3384
2016,Kelly-Mccoy,Budget,75.2,4.8,india,2025-08-27,209.0,3467
2017,"Kramer, Lowe and West",Resort,549.82,4.6,india,2025-10-03,21.0,281
2018,Clark-Richardson,Luxury,1338.22,3.7,UAE,2023-08-27,302.0,197
2019,Anderson Inc,Budget,255.65,1.8,USA,2024-09-20,102.0,1920
2020,Phillips and Sons,Budget,1434.15,1.8,USA,2023-08-29,370.0,308
2021,Gill Inc,Budget,903.43,1.0,Japan,2025-06-06,23.0,1421
2022,Bryant Group,Hostel,157.0,4.8,France,2024-02-22,379.0,1885
2023,Taylor-Chandler,Resort,204.39,2.6,FRANCE,2024-07-16,,674
2024,Mooney-Smith,Boutique,1710.51,3.3,india,2025-02-24,394.0,3751
2025,Garcia-Salazar,Budget,1661.57,1.1,Australia,2025-08-03,346.0,2003
2026,Campbell-Sanders,Budget,1248.91,1.6,FRANCE,2023-05-18,158.0,1146
2027,Harrell PLC,Resort,731.28,,UK,2024-06-12,246.0,805
2028,Mayer-Salazar,Budget,1099.1,2.6,Germany,2024-02-18,341.0,2928
2029,Martinez Inc,Hostel,1850.91,1.6,UAE,2024-07-04,426.0,4217
2030,Morrison Inc,Hostel,1900.72,2.3,France,2025-06-22,347.0,4405
2031,,Boutique,656.44,1.5,Australia,2024-06-24,78.0,3553
2032,Ford-Bryan,Business,,4.6,Australia,2025-11-13,163.0,240
2033,Jones and Sons,Business,898.41,4.1,Australia,2024-10-30,293.0,573
2034,"Gonzales, Green and Boyer",Business,721.31,3.1,UK,2026-02-19,158.0,4305
2035,Bishop and Sons,Luxury,,2.0,usa,2025-05-13,486.0,3663
2036,"Williams, Taylor and Wiggins",Resort,1264.12,4.1,usa,2026-03-01,375.0,1228
2037,,Resort,101.17,3.3,USA,2025-09-23,177.0,1222
2038,Mendoza Ltd,Resort,1647.05,1.1,France,2025-03-05,,4083
2039,,Business,1812.26,2.7,Japan,2023-12-23,187.0,1959
2040,"Petty, Coleman and Miles",Luxury,673.46,3.8,Japan,2023-03-25,493.0,4895
2041,Cooke-Rodriguez,Resort,1449.11,3.0,Germany,2025-04-30,482.0,3052
2042,Avila Ltd,Resort,1795.76,3.7,UAE,2024-08-19,102.0,2192
2043,Holt-Diaz,Budget,1855.85,4.8,France,2026-01-10,111.0,3556
2044,Marquez-Guerrero,Budget,1725.53,2.9,FRANCE,2023-06-21,462.0,4988
2045,Kelly-Cox,Resort,1231.87,4.3,Japan,2023-12-07,374.0,3527
2046,Butler Ltd,Luxury,1533.42,2.3,USA,2025-11-08,306.0,1432
2047,"Cooper, Bradley and Perez",Luxury,418.24,4.9,usa,2024-02-26,357.0,3829
2048,"Nguyen, Crawford and Oconnell",Budget,1192.87,4.2,Australia,2026-01-06,3.0,1979
2049,,Business,721.79,3.7,USA,2024-06-19,337.0,1515
2050,Rios-Herrera,Budget,304.36,2.1,Germany,2024-11-08,318.0,2708
2051,"Benitez, Flores and Massey",Luxury,500.83,1.1,France,2024-05-10,236.0,2164
2052,"Jimenez, Lewis and Evans",Budget,707.57,3.1,india,2025-02-20,367.0,2867
2053,Castro Inc,Hostel,1954.29,4.3,UK,2025-10-07,41.0,3904
2054,Gutierrez and Sons,Business,1378.0,3.8,UAE,2024-07-27,433.0,881
2055,Lamb-Strong,Resort,1691.58,3.7,india,2025-04-27,370.0,1366
2056,"Brown, Goodman and King",Resort,,1.5,india,2026-01-29,,485
2057,Daniel PLC,Resort,1586.5,3.5,Australia,2023-06-10,253.0,485
2058,,Boutique,1093.51,1.5,UAE,2024-11-14,52.0,1419
2059,"Peters, Velazquez and Lee",Boutique,1075.27,,Australia,2023-12-09,150.0,1247
2060,"Watson, Fitzgerald and Cobb",Resort,121.01,3.2,Germany,2025-10-21,242.0,2963
2061,"Smith, Cruz and Dalton",Boutique,247.09,3.4,Japan,2024-12-17,44.0,4270
2062,Smith-Torres,Resort,763.85,1.3,USA,2024-08-19,341.0,4794
2063,"Stephens, Hernandez and Vance",Business,,3.3,india,2024-10-19,401.0,2783
2064,Mcbride Ltd,Budget,1688.45,3.5,USA,2025-01-07,420.0,1274
2065,Hickman-Brennan,Boutique,1580.09,3.7,UAE,2026-03-02,14.0,2940
2066,"Hayes, Jones and Pearson",Luxury,605.27,4.0,UK,2024-07-21,131.0,2245
2067,,Luxury,1303.02,3.1,FRANCE,2023-06-26,455.0,1745
2068,English-Thornton,Luxury,652.93,4.0,USA,2025-09-12,140.0,69
2069,Townsend Inc,Resort,934.7,3.5,FRANCE,2025-01-18,404.0,3473
2070,Soto-Sherman,Budget,1340.11,1.3,Australia,2024-09-24,193.0,492
2071,"Jenkins, Thompson and Wallace",Luxury,1325.34,4.2,France,23/09/1997,101.0,629
2072,Hall Inc,Hostel,839.82,1.0,FRANCE,2025-09-22,45.0,3923
2073,"Robles, Haynes and Roberts",Resort,1197.25,2.9,india,2024-01-08,,2896
2074,Williams LLC,Luxury,1829.25,2.7,Japan,2024-06-12,15.0,4367
2075,"Ross, Tate and Weeks",Resort,,4.1,usa,2026-02-05,409.0,2489
2076,Knox LLC,Resort,808.99,4.3,usa,2024-08-08,41.0,1935
2077,Gonzalez-Farrell,Hostel,1017.02,1.6,UAE,2024-11-25,55.0,1101
2078,Atkinson-Barrett,Resort,1881.71,3.0,india,2024-08-24,437.0,4298
2079,Miller Group,Budget,458.31,3.9,Japan,2025-07-06,155.0,2434
2080,Schmidt and Sons,Resort,460.27,3.7,UK,2024-03-15,50.0,2442
2081,Hurley PLC,Business,252.01,3.1,UAE,2025-12-18,135.0,3925
2082,"Miller, Schmidt and Perez",Boutique,793.37,2.9,USA,2025-03-19,400.0,1895
2083,Thomas-Baldwin,Hostel,1292.17,1.9,UK,2025-10-18,93.0,1187
2084,Robertson Group,Luxury,360.3,2.5,usa,2024-07-14,465.0,2164
2085,Mccoy and Sons,Boutique,1100.14,3.1,Japan,2026-01-10,11.0,716
2086,"Nelson, Jones and Thomas",Resort,1700.53,3.7,FRANCE,2024-04-16,373.0,4265
2087,Allen-Brown,Business,914.13,2.3,France,2025-05-06,143.0,4475
2088,"Bennett, Foster and Reyes",Business,216.99,3.7,USA,2024-07-15,324.0,2567
2089,Smith-Nguyen,Budget,361.28,4.8,Australia,2025-01-17,444.0,3394
2090,Mayer LLC,Budget,1134.29,3.3,Germany,2023-06-15,303.0,4757
2091,Dennis PLC,Budget,254.24,4.3,india,2025-07-30,179.0,1544
2092,"Olson, Ferrell and Stark",Budget,1391.37,1.5,Germany,2024-07-24,270.0,2698
2093,,Business,1674.54,3.7,usa,2024-07-03,265.0,2727
